moXP_036134596.1	moXP_036134596.1
sbXP_066111481.1	sbXP_066111481.1
sbXP_066118202.1	sbXP_066118202.1
ajXP_036982257.2	ajXP_036982257.2
ajXP_036982257.2	ajXP_036982248.2
ajXP_036991924.2	ajXP_036991924.2
ajXP_036988966.2	ajXP_036988966.2
ajXP_036988966.2	pdXP_028387370.1
ajXP_036988966.2	phXP_045686009.1
ajXP_037022713.2	ajXP_037022713.2
ajXP_037007258.2	ajXP_037007258.2
drXP_024407946.2	drXP_024407946.2
drXP_045053050.2	drXP_045053050.2
drXP_045053050.2	drXP_045053052.2
drXP_045053050.2	ajXP_036984795.2
drXP_045053050.2	drXP_024418382.3
drXP_045053050.2	phXP_045677486.1
drXP_045053050.2	pdXP_035867520.1
drXP_053780623.1	drXP_053780623.1
drXP_045053341.2	drXP_045053341.2
drXP_024413373.1	drXP_024413373.1
drXP_053776128.1	drXP_053776128.1
drXP_053776128.1	drXP_053776131.1
drXP_053776128.1	drXP_053776129.1
efXP_054584371.1	efXP_054584371.1
efXP_008141903.2	efXP_008141903.2
efXP_054580693.1	efXP_054580693.1
efXP_054580693.1	enKAK1336338.1
efXP_054580693.1	efXP_054580692.1
enKAK1334845.1	enKAK1334845.1
enKAK1334845.1	efXP_008146431.1
enKAK1334845.1	pkXP_036285090.1
enKAK1334845.1	pnCAK6434475.1
enKAK1340688.1	enKAK1340688.1
mbXP_005879285.1	mbXP_005879285.1
mbXP_014393460.1	mbXP_014393460.1
mbXP_014389097.1	mbXP_014389097.1
mbXP_005861536.1	mbXP_005861536.1
mbXP_005861536.1	mlXP_006101181.1
mbXP_005861536.1	mdXP_059551235.1
mbXP_005861536.1	mmXP_036171397.1
mbXP_005883600.1	mbXP_005883600.1
mbXP_005883600.1	mmXP_036175221.1
mbXP_005883600.1	mdXP_059559275.1
mdXP_059558547.1	mdXP_059558547.1
mdXP_059558547.1	efXP_008144730.2
mdXP_059558547.1	mmXP_036176745.1
mlXP_014312386.2	mlXP_014312386.2
mlXP_023613780.1	mlXP_023613780.1
mlXP_023613780.1	mbXP_005876812.1
mlXP_023613780.1	mbXP_014403623.1
mlXP_023613780.1	mbXP_014403624.1
mlXP_023613780.1	mmXP_036155898.1
mlXP_023613780.1	mmXP_036155899.1
mlXP_023613780.1	mmXP_036155900.1
mlXP_023613780.1	mmXP_036155901.1
mlXP_023613780.1	mmXP_036155902.1
mlXP_023613780.1	mmXP_036155903.1
mlXP_023613780.1	mdXP_059539253.1
mlXP_023613780.1	mdXP_059539252.1
mlXP_023606274.1	mlXP_023606274.1
mlXP_023606274.1	mlXP_023606274.1
mlXP_014313952.1	mlXP_014313952.1
mlXP_014313952.1	mlXP_014313952.1
mlXP_014313952.1	mlXP_014313952.1
mlXP_014313952.1	mlXP_014313952.1
mlXP_014313952.1	mlXP_014313952.1
mlXP_014313952.1	efXP_054580624.1
mlXP_014313952.1	mmXP_036181961.1
mlXP_014313952.1	efXP_054580625.1
mlXP_014313952.1	mmXP_036181962.1
mlXP_014313952.1	efXP_054580626.1
mlXP_014313952.1	mmXP_036181963.1
mlXP_014313952.1	efXP_054580627.1
mlXP_014313952.1	mmXP_036181964.1
mlXP_014313952.1	efXP_054580622.1
mlXP_014313952.1	mmXP_036181965.1
mlXP_014313952.1	pdXP_028373355.1
mlXP_014313952.1	efXP_054580623.1
mlXP_014313952.1	pdXP_028373355.1
mlXP_014313952.1	phXP_045681545.1
mlXP_014313952.1	efXP_054580624.1
mlXP_014313952.1	phXP_045681545.1
mlXP_014313952.1	efXP_054580625.1
mlXP_014313952.1	mmXP_036181960.1
mlXP_014313952.1	pdXP_028373355.1
mlXP_014313952.1	phXP_045681545.1
mlXP_014313952.1	efXP_054580626.1
mlXP_014313952.1	mmXP_036181961.1
mlXP_014313952.1	pdXP_028373355.1
mlXP_014313952.1	efXP_054580627.1
mlXP_014313952.1	mmXP_036181962.1
mlXP_014313952.1	pdXP_028373355.1
mlXP_014313952.1	mmXP_036181963.1
mlXP_014313952.1	mmXP_036181964.1
mlXP_014313952.1	phXP_045681545.1
mlXP_014313952.1	mmXP_036181965.1
mlXP_014313952.1	mmXP_036181960.1
mlXP_014313952.1	efXP_054580622.1
mlXP_014313952.1	mmXP_036181961.1
mlXP_014313952.1	efXP_054580623.1
mlXP_014313952.1	mmXP_036181962.1
mlXP_014313952.1	efXP_054580624.1
mlXP_014313952.1	mmXP_036181963.1
mlXP_014313952.1	efXP_054580625.1
mlXP_014313952.1	mmXP_036181964.1
mlXP_014313952.1	efXP_054580626.1
mlXP_014313952.1	mdXP_059565508.1
mlXP_014313952.1	mmXP_036181965.1
mlXP_014313952.1	efXP_054580627.1
mlXP_014313952.1	mdXP_059565509.1
mlXP_014313952.1	mmXP_036181960.1
mlXP_014313952.1	mdXP_059565508.1
mlXP_014313952.1	mmXP_036181961.1
mlXP_014313952.1	mdXP_059565509.1
mlXP_014313952.1	mmXP_036181962.1
mlXP_014313952.1	mdXP_059565508.1
mlXP_014313952.1	mmXP_036181963.1
mlXP_014313952.1	mdXP_059565509.1
mlXP_014313952.1	mmXP_036181964.1
mlXP_014313952.1	efXP_054580622.1
mlXP_014313952.1	efXP_054580622.1
mlXP_014313952.1	mdXP_059565508.1
mlXP_014313952.1	mmXP_036181965.1
mlXP_014313952.1	efXP_054580623.1
mlXP_014313952.1	efXP_054580623.1
mlXP_014313952.1	mdXP_059565509.1
mlXP_014313952.1	mmXP_036181960.1
mlXP_014313952.1	efXP_054580624.1
mlXP_014313952.1	efXP_054580624.1
mlXP_014313952.1	mdXP_059565508.1
mlXP_014313952.1	mmXP_036181961.1
mlXP_014313952.1	efXP_054580625.1
mlXP_014313952.1	efXP_054580625.1
mlXP_014313952.1	mdXP_059565509.1
mlXP_014313952.1	mmXP_036181962.1
mlXP_014313952.1	efXP_054580626.1
mlXP_014313952.1	efXP_054580626.1
mlXP_014313952.1	mmXP_036181963.1
mlXP_014313952.1	phXP_045681545.1
mlXP_014313952.1	efXP_054580627.1
mlXP_014313952.1	efXP_054580627.1
mlXP_014313952.1	mmXP_036181964.1
mlXP_014313952.1	efXP_054580622.1
mlXP_014313952.1	mmXP_036181965.1
mlXP_014313952.1	efXP_054580623.1
mlXP_014313952.1	mmXP_036181960.1
mlXP_014321348.2	mlXP_014321348.2
mlXP_014314153.1	mlXP_014314153.1
mlXP_014314153.1	efXP_008147698.1
mlXP_014314153.1	pkXP_036307616.1
mlXP_014314153.1	pkXP_036307617.1
mlXP_014314153.1	mdXP_059525809.1
mlXP_014314153.1	mmXP_036197665.1
mlXP_014314153.1	phXP_045691601.1
mlXP_014314153.1	ajXP_037019477.1
mlXP_014314153.1	drXP_024429176.1
mlXP_014314153.1	pdXP_028375640.1
mlXP_014314153.1	pnCAK6438073.1
mlXP_014314153.1	sbXP_066111421.1
mlXP_014314153.1	pgXP_039702739.1
mlXP_014314153.1	moXP_036125272.1
mlXP_014314153.1	paXP_006910219.1
mlXP_014314153.1	rfXP_032944947.1
mlXP_014314153.1	pvXP_011375398.1
mlXP_014314153.1	raXP_015995309.1
mmXP_036198097.1	mmXP_036198097.1
moXP_036127315.1	moXP_036127315.1
moXP_036129160.1	moXP_036129160.1
moXP_036129160.1	moXP_036129160.1
moXP_036129160.1	moXP_036129160.1
moXP_036129160.1	moXP_036129160.1
moXP_036129335.1	moXP_036129335.1
moXP_036096654.1	moXP_036096654.1
moXP_036096654.1	moXP_036096655.1
moXP_036096654.1	moXP_036096654.1
moXP_036097805.1	moXP_036097805.1
paXP_006908418.1	paXP_006908418.1
paXP_006908418.1	pvXP_011368010.2
paXP_006915357.1	paXP_006915357.1
paXP_006915357.1	raXP_016014305.2
paXP_006915357.1	pvXP_011373843.1
paXP_006915357.1	pgXP_039722930.1
paXP_006915357.1	pvXP_011373844.1
paXP_006915357.1	raXP_016014306.2
paXP_006915357.1	rfXP_032959198.1
paXP_006915357.1	pvXP_011373849.1
paXP_006915357.1	raXP_016014309.2
paXP_006919493.1	paXP_006919493.1
paXP_006919493.1	pvXP_011367843.1
paXP_006919493.1	pgXP_039744056.1
pdXP_028384543.1	pdXP_028384543.1
pdXP_028384543.1	ajXP_037008161.2
pdXP_028384543.1	phXP_045683887.1
pgXP_039719884.1	pgXP_039719884.1
pgXP_039719884.1	raXP_016004379.2
pgXP_039719884.1	paXP_015452355.1
pgXP_039705772.1	pgXP_039705772.1
pgXP_039705772.1	paXP_006923667.1
pgXP_039705772.1	pgXP_039705714.1
pgXP_039705772.1	pvXP_011379353.1
pgXP_039738527.1	pgXP_039738527.1
pgXP_039738527.1	paXP_015448297.2
pgXP_039738527.1	raXP_016021517.2
pgXP_039738527.1	pvXP_011369779.1
pgXP_039700900.1	pgXP_039700900.1
pgXP_039700900.1	pvXP_011358840.1
pgXP_039700900.1	paXP_006907715.1
pgXP_039734599.1	pgXP_039734599.1
pgXP_039734599.1	paXP_015446924.1
pgXP_039701391.1	pgXP_039701391.1
pgXP_039701391.1	paXP_015441522.1
pgXP_039701391.1	raXP_036083747.1
pgXP_039701391.1	raXP_036083749.1
pgXP_039701391.1	raXP_036083750.1
pgXP_039701391.1	raXP_036083751.1
pgXP_039706602.1	pgXP_039706602.1
pgXP_039706602.1	pgXP_039706602.1
pgXP_039706602.1	pvXP_023381812.1
pgXP_039706602.1	pvXP_023381812.1
pgXP_039722511.1	pgXP_039722511.1
pgXP_039722511.1	pgXP_039722511.1
phXP_045684852.1	phXP_045684852.1
phXP_045684852.1	phXP_045684852.1
phXP_045684852.1	pdXP_028370214.1
phXP_045684852.1	pdXP_028370214.1
phXP_045679871.1	phXP_045679871.1
phXP_045679871.1	pgXP_039721190.1
phXP_045679871.1	raXP_015996501.2
phXP_045679871.1	mmXP_036161316.1
phXP_045679871.1	drXP_053784024.1
phXP_045679871.1	sbXP_066129401.1
phXP_045679871.1	moXP_036116399.1
phXP_045695164.1	phXP_045695164.1
phXP_045695164.1	pdXP_028382649.1
phXP_045694262.1	phXP_045694262.1
pkXP_036303092.2	pkXP_036303092.2
pkXP_036303092.2	pkXP_036303092.2
pkXP_045441666.1	pkXP_045441666.1
pkXP_045441666.1	pkXP_045441666.1
pkXP_036282196.1	pkXP_036282196.1
pkXP_036282196.1	pkXP_036282197.1
pkXP_036282196.1	pnCAK6449343.1
pkXP_036282196.1	efXP_054581276.1
pkXP_036306317.1	pkXP_036306317.1
pkXP_036306317.1	pnCAK6445295.1
pkXP_036314255.1	pkXP_036314255.1
pnCAK6433082.1	pnCAK6433082.1
pnCAK6442192.1	pnCAK6442192.1
pnCAK6442192.1	pnCAK6442192.1
pnCAK6442192.1	pnCAK6442192.1
pnCAK6442192.1	pnCAK6442192.1
pnCAK6442192.1	pnCAK6442192.1
pnCAK6442192.1	pkXP_036309514.1
pnCAK6442192.1	pkXP_036309515.1
pnCAK6442192.1	pkXP_036309514.1
pnCAK6442192.1	pkXP_036309515.1
pnCAK6442192.1	pkXP_036309514.1
pnCAK6442192.1	pkXP_036309515.1
pnCAK6442192.1	pkXP_036309514.1
pnCAK6442192.1	pkXP_036309515.1
pnCAK6442192.1	pkXP_036309514.1
pnCAK6442192.1	pkXP_036309515.1
pnCAK6441843.1	pnCAK6441843.1
pnCAK6441843.1	pkXP_036303095.1
pnCAK6445677.1	pnCAK6445677.1
pnCAK6445677.1	pkXP_036280054.1
pnCAK6447178.1	pnCAK6447178.1
pnCAK6447178.1	pkXP_036290423.1
pnCAK6447178.1	pnCAK6447178.1
pnCAK6447178.1	pkXP_036290423.1
pnCAK6445968.1	pnCAK6445968.1
pvXP_011367892.1	pvXP_011367892.1
pvXP_011367892.1	paXP_006919359.1
pvXP_011367892.1	pvXP_023391999.1
pvXP_011367892.1	pvXP_023392000.1
pvXP_011367892.1	pvXP_023392001.1
pvXP_011367892.1	pgXP_039694465.1
pvXP_011367892.1	pgXP_039694466.1
pvXP_023386672.1	pvXP_023386672.1
raXP_036082397.1	raXP_036082397.1
raXP_015984895.1	raXP_015984895.1
raXP_015993805.1	raXP_015993805.1
raXP_015977928.2	raXP_015977928.2
raXP_015977928.2	raXP_015977928.2
raXP_036088671.1	raXP_036088671.1
raXP_016003963.1	raXP_016003963.1
rfXP_032956721.1	rfXP_032956721.1
rfXP_032956721.1	rfXP_032956721.1
rfXP_032956721.1	rfXP_032956721.1
rfXP_032990257.1	rfXP_032990257.1
rfXP_032972098.1	rfXP_032972098.1
rfXP_032990525.1	rfXP_032990525.1
rfXP_032954247.1	rfXP_032954247.1
rfXP_032984499.1	rfXP_032984499.1
rfXP_032984499.1	rfXP_032984499.1
rfXP_032952814.1	rfXP_032952814.1
sbXP_066136328.1	sbXP_066136328.1
sbXP_066111302.1	sbXP_066111302.1
sbXP_066111302.1	sbXP_066111302.1
sbXP_066111874.1	sbXP_066111874.1
sbXP_066111874.1	sbXP_066111875.1
sbXP_066111874.1	sbXP_066111874.1
sbXP_066111874.1	sbXP_066111875.1
sbXP_066110848.1	sbXP_066110848.1
sbXP_066111482.1	sbXP_066111482.1
sbXP_066100890.1	sbXP_066100890.1
sbXP_066100890.1	sbXP_066100908.1
ajXP_036982243.2	ajXP_036982243.2
ajXP_037001854.2	ajXP_037001854.2
ajXP_053513547.1	ajXP_053513547.1
ajXP_036985893.2	ajXP_036985893.2
ajXP_037006138.2	ajXP_037006138.2
ajXP_037002966.2	ajXP_037002966.2
ajXP_037002966.2	ajXP_037002966.2
drXP_024428362.2	drXP_024428362.2
drXP_024428362.2	drXP_024428362.2
drXP_053784847.1	drXP_053784847.1
drXP_024416062.2	drXP_024416062.2
drXP_045042080.1	drXP_045042080.1
drXP_045042080.1	phXP_045705433.1
drXP_045042080.1	ajXP_037005991.1
drXP_024407261.1	drXP_024407261.1
drXP_024434890.2	drXP_024434890.2
drXP_024434890.2	ajXP_037011556.2
drXP_024434890.2	pdXP_028362842.2
drXP_024434890.2	phXP_045714068.1
efXP_027987377.2	efXP_027987377.2
efXP_008148451.2	efXP_008148451.2
efXP_008148451.2	phXP_045682893.1
efXP_008148451.2	ajXP_037008673.1
efXP_008148451.2	ajXP_037008666.1
efXP_008148451.2	drXP_024413042.1
efXP_008148451.2	pdXP_028381555.1
efXP_008148451.2	pnCAK6434644.1
efXP_008148451.2	pkXP_036285677.1
efXP_008148451.2	pvXP_011374984.1
efXP_008148451.2	rfXP_032943842.1
efXP_008148451.2	enKAK1334996.1
efXP_008148451.2	mlXP_006085428.1
efXP_008148451.2	moXP_036102935.1
efXP_008148451.2	pgXP_039705169.1
efXP_008148451.2	paXP_006925394.1
efXP_008148451.2	mdXP_059511706.1
efXP_008148451.2	mbXP_014386536.1
efXP_008145996.3	efXP_008145996.3
enKAK1328380.1	enKAK1328380.1
enKAK1328380.1	enKAK1328380.1
enKAK1329110.1	enKAK1329110.1
enKAK1329110.1	enKAK1329110.1
enKAK1329110.1	enKAK1329110.1
enKAK1344947.1	enKAK1344947.1
enKAK1342396.1	enKAK1342396.1
enKAK1342396.1	mmXP_036171258.1
enKAK1342396.1	mdXP_059551883.1
enKAK1342396.1	efXP_028016346.1
enKAK1338319.1	enKAK1338319.1
mbXP_014394480.1	mbXP_014394480.1
mbXP_005870616.1	mbXP_005870616.1
mbXP_005870616.1	mlXP_006089124.1
mbXP_005870616.1	mmXP_036170897.1
mbXP_005870616.1	mmXP_036170899.1
mbXP_005870616.1	mdXP_059551343.1
mbXP_014386911.1	mbXP_014386911.1
mdXP_059521369.1	mdXP_059521369.1
mdXP_059515480.1	mdXP_059515480.1
mdXP_059515480.1	mbXP_014396422.1
mdXP_059524571.1	mdXP_059524571.1
mdXP_059524571.1	mmXP_036192196.1
mdXP_059538713.1	mdXP_059538713.1
mdXP_059538713.1	mdXP_059538714.1
mdXP_059538713.1	mdXP_059538715.1
mdXP_059538713.1	mlXP_006091572.1
mdXP_059538713.1	mbXP_005877410.1
mdXP_059538713.1	mbXP_014404128.1
mdXP_059538713.1	mbXP_014404129.1
mdXP_059538713.1	mmXP_036156988.1
mdXP_059538713.1	mmXP_036156989.1
mdXP_059538713.1	mmXP_036156990.1
mdXP_059538713.1	pkXP_036314339.1
mdXP_059538713.1	pkXP_036314340.1
mdXP_059538713.1	efXP_028000093.1
mdXP_059538713.1	pnCAK6443496.1
mdXP_059538713.1	ajXP_036991803.2
mdXP_059538713.1	ajXP_036991812.2
mdXP_059538713.1	ajXP_036991818.2
mdXP_059538713.1	ajXP_036991826.2
mdXP_059538713.1	ajXP_036991833.2
mdXP_059538713.1	ajXP_036991793.2
mdXP_059538713.1	pdXP_028389255.1
mdXP_059538713.1	pdXP_035874995.1
mdXP_059538713.1	drXP_024431515.1
mdXP_059538713.1	sbXP_066110914.1
mdXP_059538713.1	phXP_045685509.1
mdXP_059538713.1	moXP_036108246.1
mdXP_059538713.1	paXP_006916883.1
mdXP_059538713.1	rfXP_032973382.1
mdXP_059538713.1	rfXP_032973383.1
mdXP_059538713.1	rfXP_032973384.1
mdXP_059538713.1	pgXP_039738084.1
mdXP_059538713.1	raXP_016007341.1
mdXP_059538713.1	pgXP_039738085.1
mdXP_059538713.1	pvXP_011366558.1
mdXP_059538713.1	raXP_016007342.1
mdXP_059538713.1	enKAK1341204.1
mlXP_023615083.1	mlXP_023615083.1
mlXP_006105219.1	mlXP_006105219.1
mlXP_006105219.1	mbXP_005861370.1
mlXP_006105219.1	mdXP_059518047.1
mlXP_006105219.1	mmXP_036211863.1
mmXP_036187408.1	mmXP_036187408.1
mmXP_036187408.1	mbXP_005880991.1
mmXP_036187408.1	mlXP_006099421.2
mmXP_036187408.1	mdXP_059513842.1
mmXP_036197998.1	mmXP_036197998.1
mmXP_036195460.1	mmXP_036195460.1
mmXP_036195460.1	mmXP_036195460.1
mmXP_036195460.1	mmXP_036195460.1
mmXP_036198686.1	mmXP_036198686.1
mmXP_036198686.1	mdXP_059530043.1
moXP_036129127.1	moXP_036129127.1
moXP_036098029.1	moXP_036098029.1
moXP_036101844.1	moXP_036101844.1
moXP_036128623.1	moXP_036128623.1
moXP_036135132.1	moXP_036135132.1
moXP_036135132.1	moXP_036135132.1
paXP_024897881.1	paXP_024897881.1
paXP_024897881.1	pvXP_011355447.1
paXP_024897881.1	pgXP_039739858.1
paXP_015448989.1	paXP_015448989.1
paXP_015446268.1	paXP_015446268.1
paXP_015446268.1	paXP_015446268.1
pdXP_035872232.1	pdXP_035872232.1
pdXP_028385318.1	pdXP_028385318.1
pdXP_028385318.1	drXP_024433172.2
pdXP_028385318.1	ajXP_053523548.1
pdXP_028385318.1	phXP_045702620.1
pgXP_039734604.1	pgXP_039734604.1
pgXP_039734604.1	pgXP_039734604.1
pgXP_039734604.1	pvXP_011372844.1
pgXP_039734604.1	pvXP_011372844.1
pgXP_039694379.1	pgXP_039694379.1
pgXP_039706603.1	pgXP_039706603.1
pgXP_039706603.1	pgXP_039706603.1
pgXP_039706603.1	pgXP_039706603.1
pgXP_039706603.1	pgXP_039706603.1
pgXP_039706603.1	pvXP_023381813.1
pgXP_039706603.1	pvXP_023381813.1
pgXP_039706603.1	pvXP_023381813.1
pgXP_039706603.1	pvXP_023381813.1
pkXP_036303096.2	pkXP_036303096.2
pkXP_036303096.2	pkXP_036303096.2
pkXP_036288501.1	pkXP_036288501.1
pkXP_036288501.1	pnCAK6446435.1
pkXP_036288501.1	pkXP_036288501.1
pkXP_036307425.2	pkXP_036307425.2
pkXP_036307425.2	pkXP_036307425.2
pkXP_036307425.2	pkXP_036307425.2
pkXP_036293180.1	pkXP_036293180.1
pkXP_036298588.1	pkXP_036298588.1
pkXP_036298588.1	pnCAK6439552.1
pkXP_045444481.1	pkXP_045444481.1
pnCAK6447177.1	pnCAK6447177.1
pnCAK6447177.1	pkXP_045436375.1
pnCAK6439706.1	pnCAK6439706.1
pvXP_011378190.2	pvXP_011378190.2
pvXP_011378190.2	paXP_006904730.2
pvXP_011378190.2	pgXP_039739029.1
pvXP_011385212.1	pvXP_011385212.1
pvXP_011385212.1	pvXP_011385212.1
pvXP_011385212.1	pvXP_011385212.1
pvXP_011369839.1	pvXP_011369839.1
pvXP_011369839.1	paXP_006918723.2
pvXP_011369839.1	pgXP_039705141.1
raXP_016002855.2	raXP_016002855.2
raXP_016002855.2	pgXP_039719469.1
raXP_016002855.2	rfXP_032977796.1
raXP_015990989.1	raXP_015990989.1
raXP_015988860.1	raXP_015988860.1
raXP_015988860.1	raXP_015988858.1
raXP_015982130.2	raXP_015982130.2
raXP_015993122.1	raXP_015993122.1
raXP_016011759.1	raXP_016011759.1
rfXP_032965908.1	rfXP_032965908.1
rfXP_032954924.1	rfXP_032954924.1
rfXP_032954924.1	rfXP_032954923.1
rfXP_032972148.1	rfXP_032972148.1
rfXP_032961189.1	rfXP_032961189.1
rfXP_032990986.1	rfXP_032990986.1
rfXP_032962316.1	rfXP_032962316.1
sbXP_066094585.1	sbXP_066094585.1
sbXP_066094585.1	sbXP_066094586.1
sbXP_066094585.1	sbXP_066094587.1
sbXP_066094585.1	sbXP_066094589.1
sbXP_066094585.1	sbXP_066094590.1
sbXP_066119194.1	sbXP_066119194.1
sbXP_066091308.1	sbXP_066091308.1
sbXP_066091308.1	sbXP_066091308.1
sbXP_066099822.1	sbXP_066099822.1
sbXP_066099822.1	sbXP_066099820.1
sbXP_066127653.1	sbXP_066127653.1
sbXP_066127653.1	sbXP_066127651.1
sbXP_066127653.1	sbXP_066127651.1
sbXP_066127653.1	sbXP_066127651.1
ajXP_036989801.2	ajXP_036989801.2
ajXP_036989801.2	ajXP_036989800.2
ajXP_037023174.2	ajXP_037023174.2
ajXP_037023174.2	drXP_024409726.1
ajXP_037007532.1	ajXP_037007532.1
drXP_024414401.1	drXP_024414401.1
drXP_024435892.1	drXP_024435892.1
drXP_045053057.1	drXP_045053057.1
drXP_024432778.1	drXP_024432778.1
drXP_053771814.1	drXP_053771814.1
drXP_024433069.1	drXP_024433069.1
drXP_024416446.2	drXP_024416446.2
efXP_008144290.2	efXP_008144290.2
efXP_008144290.2	efXP_008144290.2
efXP_054579435.1	efXP_054579435.1
efXP_008141874.3	efXP_008141874.3
efXP_008141874.3	efXP_008141874.3
efXP_008141874.3	enKAK1345803.1
efXP_008141874.3	enKAK1345803.1
efXP_054564646.1	efXP_054564646.1
efXP_054568602.1	efXP_054568602.1
efXP_054568602.1	efXP_054568602.1
efXP_054576903.1	efXP_054576903.1
enKAK1329012.1	enKAK1329012.1
enKAK1329012.1	efXP_008145468.1
enKAK1331365.1	enKAK1331365.1
mbXP_005865683.1	mbXP_005865683.1
mbXP_005867728.1	mbXP_005867728.1
mbXP_005867728.1	mmXP_036198121.1
mbXP_005867728.1	mbXP_014396144.1
mbXP_005867728.1	mdXP_059529283.1
mbXP_005867728.1	mdXP_059529284.1
mbXP_005886463.2	mbXP_005886463.2
mbXP_005886463.2	mlXP_014301707.1
mbXP_005883637.2	mbXP_005883637.2
mbXP_005883637.2	mbXP_014386689.1
mbXP_005883637.2	mlXP_006109704.2
mbXP_005883637.2	mdXP_059546300.1
mbXP_005883637.2	mdXP_059546319.1
mbXP_005883637.2	mlXP_014319565.1
mbXP_005883637.2	mmXP_036169102.1
mbXP_005883637.2	mmXP_036169083.1
mbXP_005879658.1	mbXP_005879658.1
mbXP_005879658.1	mbXP_005879658.1
mbXP_005876586.1	mbXP_005876586.1
mdXP_059522423.1	mdXP_059522423.1
mdXP_059522423.1	mmXP_036201733.1
mlXP_023615082.1	mlXP_023615082.1
mlXP_023614791.1	mlXP_023614791.1
efXP_008143771.1	efXP_008143771.1
efXP_008143771.1	mlXP_006083572.1
efXP_008143771.1	mmXP_036156693.1
efXP_008143771.1	enKAK1342109.1
efXP_008143771.1	mdXP_059540694.1
efXP_008143771.1	moXP_036106176.1
efXP_008143771.1	pkXP_036314551.1
efXP_008143771.1	pnCAK6442845.1
efXP_008143771.1	sbXP_066091742.1
efXP_008150584.2	efXP_008150584.2
efXP_054583058.1	efXP_054583058.1
efXP_054583058.1	efXP_054583058.1
enKAK1332701.1	enKAK1332701.1
enKAK1341838.1	enKAK1341838.1
enKAK1337352.1	enKAK1337352.1
enKAK1340947.1	enKAK1340947.1
enKAK1345361.1	enKAK1345361.1
enKAK1345361.1	enKAK1345361.1
enKAK1343282.1	enKAK1343282.1
enKAK1331303.1	enKAK1331303.1
mbXP_005878802.1	mbXP_005878802.1
mbXP_014402080.1	mbXP_014402080.1
mbXP_005867246.1	mbXP_005867246.1
mbXP_014398060.1	mbXP_014398060.1
mbXP_014398060.1	mdXP_059537485.1
mbXP_014398060.1	mmXP_036156734.1
mbXP_014398060.1	mlXP_006105711.1
mbXP_014398060.1	efXP_008142831.1
mdXP_059530578.1	mdXP_059530578.1
mdXP_059558070.1	mdXP_059558070.1
mdXP_059558070.1	mmXP_036212485.1
mdXP_059524723.1	mdXP_059524723.1
mdXP_059524723.1	mdXP_059524705.1
mdXP_059530304.1	mdXP_059530304.1
mlXP_023619589.1	mlXP_023619589.1
mlXP_023619589.1	ajXP_036996397.1
mlXP_023619589.1	mmXP_036169742.1
mlXP_023619589.1	phXP_045706574.1
mlXP_023619589.1	pgXP_039736233.1
mlXP_023619589.1	pkXP_036306142.1
mlXP_023619589.1	drXP_053767665.1
mlXP_023619589.1	pdXP_028390391.1
mlXP_023619589.1	sbXP_066122530.1
mlXP_023619589.1	mdXP_059551798.1
mlXP_023619589.1	pnCAK6445174.1
mlXP_023619589.1	efXP_054573135.1
mlXP_023619589.1	moXP_036097792.1
mlXP_023619589.1	rfXP_032951690.1
mlXP_023619589.1	raXP_015997878.2
mlXP_023619589.1	paXP_015453452.1
mlXP_023619589.1	pvXP_011370314.1
mmXP_036212266.1	mmXP_036212266.1
mmXP_036212266.1	mdXP_059558388.1
moXP_036131079.1	moXP_036131079.1
sbXP_066132729.1	sbXP_066132729.1
sbXP_066107014.1	sbXP_066107014.1
sbXP_066102632.1	sbXP_066102632.1
sbXP_066113879.1	sbXP_066113879.1
ajXP_037018084.2	ajXP_037018084.2
ajXP_037018084.2	ajXP_037018084.2
ajXP_036985862.1	ajXP_036985862.1
ajXP_037019401.2	ajXP_037019401.2
ajXP_037023232.2	ajXP_037023232.2
ajXP_037023232.2	ajXP_037023232.2
ajXP_037023232.2	ajXP_037023232.2
drXP_045047845.1	drXP_045047845.1
drXP_053767986.1	drXP_053767986.1
drXP_024432978.3	drXP_024432978.3
drXP_053775637.1	drXP_053775637.1
drXP_024431941.2	drXP_024431941.2
drXP_024424449.2	drXP_024424449.2
drXP_024424779.1	drXP_024424779.1
drXP_053771557.1	drXP_053771557.1
drXP_053771557.1	drXP_053771558.1
drXP_053771557.1	drXP_053771557.1
drXP_053771557.1	drXP_053771558.1
efXP_008151741.2	efXP_008151741.2
efXP_054570238.1	efXP_054570238.1
enKAK1330948.1	enKAK1330948.1
enKAK1345834.1	enKAK1345834.1
enKAK1327527.1	enKAK1327527.1
enKAK1337259.1	enKAK1337259.1
enKAK1337259.1	pdXP_028380750.1
enKAK1337259.1	paXP_006921646.1
enKAK1337259.1	raXP_015993606.1
enKAK1337259.1	pvXP_011368591.1
enKAK1337259.1	pgXP_039730408.1
enKAK1337259.1	phXP_045689620.1
enKAK1337259.1	sbXP_066090359.1
enKAK1337259.1	ajXP_036985172.1
enKAK1337259.1	rfXP_032951189.1
enKAK1337259.1	moXP_036101048.1
enKAK1337259.1	drXP_024414986.1
enKAK1337259.1	pkXP_036273648.1
enKAK1337259.1	pnCAK6447422.1
enKAK1337259.1	efXP_008139321.1
enKAK1337259.1	mdXP_059561509.1
enKAK1337259.1	mmXP_036177158.1
enKAK1332859.1	enKAK1332859.1
enKAK1332859.1	enKAK1332859.1
enKAK1332859.1	enKAK1332859.1
enKAK1347055.1	enKAK1347055.1
enKAK1347055.1	enKAK1347055.1
